Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
temeis-sgw503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6660.webp?v=1773597936,2,"",,,,,,,,
temeis-sgw503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6664.webp?v=1773597936,3,"",,,,,,,,
temeis-sgw503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6661.webp?v=1773597936,4,"",,,,,,,,
temeis-sgw503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6647.webp?v=1773597935,5,"",,,,,,,,
temeis-sgw503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6657.webp?v=1773597936,6,"",,,,,,,,
temeis-sgw502,Temeis | SGW502,"<h2><strong>Temeis Brand Original</strong></h2>
<h2><strong>With Box</strong></h2>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>» Water-resistant</strong></h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>1-Year Warranty</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Quartz Movement</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Mesh chain</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Stainless Steel </strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>35mm Dial Size</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Sliding Clasp Lock</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Strap Length Adjustable</strong>
</h3>",Armsells.com,,"","analog, automatic, butterflylock, gold, golden, masterlock, minimal, Nautilus, orignal, Patek, Patek Philippe, Philippe, skeleton, small, white, white dial",true,Title,Default Title,,,,,,,,'502,0.0,,0,deny,manual,4999.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6669.webp?v=1773597934,1,"",false,,,,kg,,,active
temeis-sgw502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6667.webp?v=1773597934,2,"",,,,,,,,
temeis-sgw502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6665.webp?v=1773597934,3,"",,,,,,,,
temeis-sgw502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6668.webp?v=1773597935,4,"",,,,,,,,
temeis-sgw502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6646.webp?v=1773597934,5,"",,,,,,,,
temeis-sgw501,Temeis | SGW501,"<h2><strong>Temeis Brand Original</strong></h2>
<h2><strong>With Box</strong></h2>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>» Water-resistant</strong></h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>1-Year Warranty</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Quartz Movement</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Mesh chain</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Stainless Steel </strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>35mm Dial Size</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Sliding Clasp Lock</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Strap Length Adjustable</strong>
</h3>",Armsells.com,,"","analog, automatic, butterflylock, gold, golden, masterlock, minimal, Nautilus, orignal, Patek, Patek Philippe, Philippe, skeleton, small, white, white dial",true,Title,Default Title,,,,,,,,'501,0.0,,0,deny,manual,4999.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6652.webp?v=1773597934,1,"",false,,,,kg,,,active
temeis-sgw501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6653.webp?v=1773597934,2,"",,,,,,,,
temeis-sgw501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6654.webp?v=1773597934,3,"",,,,,,,,
temeis-sgw501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6650.webp?v=1773597934,4,"",,,,,,,,
temeis-sgw500,Temeis | SGW500,"<h2><strong>Temeis Brand Original</strong></h2>
<h2><strong>With Box</strong></h2>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>» Water-resistant</strong></h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>1-Year Warranty</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Quartz Movement</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Mesh chain</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Stainless Steel </strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>35mm Dial Size</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Sliding Clasp Lock</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Strap Length Adjustable</strong>
</h3>",Armsells.com,,"","analog, automatic, butterflylock, gold, golden, masterlock, minimal, Nautilus, orignal, Patek, Patek Philippe, Philippe, skeleton, small, white, white dial",true,Title,Default Title,,,,,,,,'500,0.0,,0,deny,manual,4999.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6641.webp?v=1773597933,1,"",false,,,,kg,,,active
temeis-sgw500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6642.webp?v=1773597933,2,"",,,,,,,,
temeis-sgw500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6640.webp?v=1773597933,3,"",,,,,,,,
temeis-sgw500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6643.webp?v=1773597933,4,"",,,,,,,,
temeis-sgw500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6644.webp?v=1773597932,5,"",,,,,,,,
temeis-sgw499,Temeis | SGW499,"<h2><strong>Temeis Brand Original</strong></h2>
<h2><strong>With Box</strong></h2>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>» Water-resistant</strong></h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>1-Year Warranty</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Quartz Movement</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Mesh chain</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Stainless Steel </strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>35mm Dial Size</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Sliding Clasp Lock</strong>
</h3>
<h3 style=""text-align: left;"" data-mce-style=""text-align: left;"">
<strong>» </strong><strong>Strap Length Adjustable</strong>
</h3>",Armsells.com,,"","analog, automatic, butterflylock, gold, golden, masterlock, minimal, Nautilus, orignal, Patek, Patek Philippe, Philippe, skeleton, small, white, white dial",true,Title,Default Title,,,,,,,,'499,0.0,,-2,deny,manual,4999.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6634.webp?v=1773597932,1,"",false,,,,kg,,,active
temeis-sgw499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6635.webp?v=1773597932,2,"",,,,,,,,
temeis-sgw499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6633.webp?v=1773597932,3,"",,,,,,,,
temeis-sgw499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6637.webp?v=1773597932,4,"",,,,,,,,
temeis-sgw499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6625_d737fc25-4ac2-4d56-82dd-031e6a23b647.webp?v=1773597932,5,"",,,,,,,,
temeis-sgw497,Temeis | SGW497,"<h2><strong>Temeis Brand Original</strong></h2>
<h2><strong>With Box</strong></h2>
<h3 style=""text-align: left;""><strong>» Water-resistant</strong></h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>1-Year Warranty</strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>Quartz Movement</strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>Mesh chain</strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>Stainless Steel </strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>35mm Dial Size</strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>Sliding Clasp Lock</strong>
</h3>
<h3 style=""text-align: left;"">
<strong>» </strong><strong>Strap Length Adjustable</strong>
</h3>",Armsells.com,,"","analog, automatic, butterflylock, gold, golden, masterlock, minimal, Nautilus, orignal, Patek, Patek Philippe, Philippe, skeleton, small, white, white dial",true,Title,Default Title,,,,,,,,'497,0.0,,0,deny,manual,4999.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6620.webp?v=1773597930,1,"",false,,,,kg,,,active
temeis-sgw497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6623.webp?v=1773597930,2,"",,,,,,,,
temeis-sgw497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6618.webp?v=1773597929,3,"",,,,,,,,
temeis-sgw497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6624.webp?v=1773597930,4,"",,,,,,,,
temeis-sgw497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/IMG_6625.webp?v=1773597930,5,"",,,,,,,,
tag-heuer-carrera-chain-calibre5,TagHuer Carrera Calibre 5-Day - Date - Luxury Stainless Steel Watch,"<p>🕒 <strong data-start=""285"" data-end=""317"">Limited Stock – Only 2 Left!</strong><br data-start=""317"" data-end=""320"">🔥 Premium Men’s Watch – A Perfect Gift for Eid!<br data-start=""376"" data-end=""379"">💎 <strong data-start=""382"" data-end=""395"">Features:</strong><br data-start=""395"" data-end=""398"">✔ High-Quality Stainless Steel Body<br data-start=""433"" data-end=""436"">✔ Scratch-Resistant Glass<br data-start=""461"" data-end=""464"">✔ Waterproof Design<br data-start=""483"" data-end=""486"">🚚 <strong data-start=""489"" data-end=""526"">Fast Delivery – Order Before Eid!</strong></p>",Armsells.com,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,3799.00,5999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_ca8a3e71-2f03-42f9-9016-b34925b95c35.jpg?v=1773597928,1,"",false,,,,kg,,,active
tag-heuer-carrera-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_34ff24c3-9006-4c55-9d3e-d784ea7c3e79.jpg?v=1773597928,2,"",,,,,,,,
tag-heuer-carrera-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_089bfb44-4e17-4250-bae3-5e5d2086473f.jpg?v=1773597928,3,"",,,,,,,,
tag-heuer-carrera-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_e0fc29bb-2fe9-415a-86c0-de074495bd0a.jpg?v=1773597928,4,"",,,,,,,,
tag-heuer-carrera-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_b80f49e0-3ea4-4c32-acf4-119461a4c6d3.jpg?v=1773597928,5,"",,,,,,,,
tag-heuer-carrera-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_bf4870ba-c7bb-47e6-aef1-fe664a211bee.jpg?v=1773597928,6,"",,,,,,,,
tag-watch-rxw-quartz-2,TAG WATCH RXW QUARTZ,"<p>Premium quality </p>
<p>2 years machine warranty </p>
<p>Chain straps </p>
<p> </p>",Armsells.com,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,5000.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/8A8BCCF7-6A8A-4B23-A3AD-0416718F7A4A.jpg?v=1773597928,1,"",false,,,,kg,,,active
tag-watch-rxw-quartz-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/DF60A4F4-3774-4566-853B-E00148E97FB7.jpg?v=1773597928,2,"",,,,,,,,
tag-watch-rxw-quartz-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/5A413365-468E-4EC9-AD79-133FB8CFC55B.jpg?v=1773597928,3,"",,,,,,,,
tag-watch-rxw-quartz-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/1AF615D1-384F-4949-B6D1-3BFEBCE41F6F.jpg?v=1773597928,4,"",,,,,,,,
tag-watch-rxw-quartz-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/E64A6B39-4B66-4255-B1F9-AE49812065D8.jpg?v=1773597928,5,"",,,,,,,,
tag-watch-rxw-quartz,TAG WATCH RXW QUARTZ,"<p>Premium quality </p>
<p>2 years machine warranty </p>
<p>Chain straps </p>
<p> </p>",Armsells.com,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,5000.00,8000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/566B10AD-E206-4C45-BC0B-F858439BCC81.jpg?v=1773597927,1,"",false,,,,kg,,,active
tag-watch-rxw-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/ACDE1D18-C66C-4828-A65E-511A616A366D.jpg?v=1773597927,2,"",,,,,,,,
tag-watch-rxw-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/BE1F23FC-6A9C-490B-9CAD-AF9563226FD1.jpg?v=1773597927,3,"",,,,,,,,
tag-watch-rxw-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/EDF6BA51-D327-4EF9-9686-B4BD59E7EF5C.jpg?v=1773597927,4,"",,,,,,,,
tag-watch-rxw-quartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/DEAE57B4-4FB2-4E86-B763-F104A1851BD5.jpg?v=1773597927,5,"",,,,,,,,
untitled-18mar_20-28,TAG Senna Formula 1 - Limited Edition (Value To Money Watch),"<p data-start=""414"" data-end=""468""><strong data-start=""414"" data-end=""466"">🕰️ TagHuer Senna Formula 1 – Limited Edition</strong></p>
<p data-start=""470"" data-end=""538"">🔥 <strong data-start=""473"" data-end=""536"">Handcrafted Perfection | Premium Design | Timeless Elegance</strong></p>
<p data-start=""540"" data-end=""801"">🔹 <strong data-start=""543"" data-end=""556"">Material:</strong> Premium PVC Straps &amp; Sapphire Glass<br data-start=""597"" data-end=""600"">🔹 <strong data-start=""603"" data-end=""616"">Movement:</strong> Chronograph Working for Ultra-Precise Timekeeping<br data-start=""662"" data-end=""665"">🔹 <strong data-start=""668"" data-end=""689"">Water Resistance:</strong> Up to 50M – Built for Durability<br data-start=""722"" data-end=""725"">🔹 <strong data-start=""728"" data-end=""738"">Strap:</strong> Pvc Straps (Adjustable &amp; Comfortable)</p>
<p data-start=""803"" data-end=""885"">🎁 <strong data-start=""806"" data-end=""822"">Perfect for:</strong> Business Professionals | Luxury Watch Collectors | Eid Gifts</p>
<p data-start=""887"" data-end=""1052"">✅ <strong data-start=""889"" data-end=""928"">Limited Edition – Only 1 Available!</strong><br data-start=""928"" data-end=""931"">🚚 <strong data-start=""934"" data-end=""982"">Order Now &amp; Get Free Premium Gift Packaging!</strong><br data-start=""982"" data-end=""985"">💳 <strong data-start=""988"" data-end=""1050"">Cash on Delivery Available | Fast Delivery Across Pakistan</strong></p>",Armsells.com,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,21749.00,28999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_482671ed-72cb-4174-b75c-68d73d8042ac.jpg?v=1773597926,1,"",false,,,,kg,,,active
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_d618c5d6-4e02-45e9-ba87-4526ab5ec288.jpg?v=1773597925,2,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_fb8b3dff-cdd6-4f5d-9f88-306d5f1fa1d6.jpg?v=1773597925,3,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_98f5e4d8-2a96-414b-b9dc-9f078f29c26c.jpg?v=1773597926,4,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_10507044-a58f-4d5c-ae5f-21621d1f0fcd.jpg?v=1773597926,5,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_2e94fec6-01be-4e78-a09f-e02b4a576d17.jpg?v=1773597925,6,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_ec3732ef-2478-47c8-bd97-1d6415f244e3.jpg?v=1773597926,7,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_043f0bb5-11ea-4c25-9d09-7099b02f0851.jpg?v=1773597925,8,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_b5634c7e-0dae-4158-b7d6-769c638fc41d.jpg?v=1773597926,9,"",,,,,,,,
untitled-18mar_20-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/rn-image_picker_lib_temp_a87edba8-f997-42df-97e7-cb3ab2821eb7.jpg?v=1773597926,10,"",,,,,,,,
tag-heuer-chain-calibre5,Tag Heuer Chain Calibre5,"<p><span>Experience the perfect combination of luxury and affordability with the Tag Heuer Chain Calibre5. Designed with premium quality in mind, this watch offers the best value for your money. Treat yourself to a timepiece that will elevate your style and stand the test of time.</span></p>",Armsells.com,,"","",true,Colours,All Black,,,,,,,,,0.0,,0,deny,manual,2850.00,4850.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/57962D54-6171-4643-ADF5-5E2EC1C2A8D7.jpg?v=1773597925,1,"",false,,,,kg,,,active
tag-heuer-chain-calibre5,,,,,,,,,Silver-White,,,,,,,,,0.0,,0,deny,manual,2850.00,4850.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/498B45DF-7B50-48DD-9B7F-B4742D20FC95.jpg?v=1773597925,2,"",,,,,kg,,,
tag-heuer-chain-calibre5,,,,,,,,,Silver-Blue,,,,,,,,,0.0,,0,deny,manual,2850.00,4850.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/AEE384A4-7390-44F8-9CE6-908F3D903C26.jpg?v=1773597926,3,"",,,,,kg,,,
tag-heuer-chain-calibre5,,,,,,,,,Silver-Black,,,,,,,,,0.0,,0,deny,manual,2850.00,4850.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/BED3113E-39E4-4F6E-99FF-0E5940FCE84F.jpg?v=1773597925,4,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/AEE384A4-7390-44F8-9CE6-908F3D903C26.jpg?v=1773597926,kg,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/E7C6FE8D-41C4-4F4E-BCFC-FE2A46663842.jpg?v=1773597925,5,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/5598AF62-131D-427D-8D0A-42E83C36FCE2.jpg?v=1773597926,6,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/B5120C89-4BD1-4FFF-B8B7-5C816E660553.jpg?v=1773597925,7,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/A87806C7-DA47-4D71-BA6A-6BBAAA259D71.jpg?v=1773597925,8,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/730C2087-D464-4F38-BF51-70A8ECA18D76.jpg?v=1773597925,9,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/A91E20FB-2C71-40E9-80E1-1AA9EDA7D2FC.jpg?v=1773597926,10,"",,,,,,,,
tag-heuer-chain-calibre5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/878691A3-86C2-454C-B931-8E5041AD1FE9.jpg?v=1773597925,11,"",,,,,,,,
tag-heuer-carrera-leather-straps,Tag Heuer Carrera (Leather Straps),"<p><span>Upgrade your style and precision with the Tag Heuer Carrera watch, equipped with premium quality leather straps for a timeless and elegant look. Expertly designed with endless possibilities, this watch goes for any occasion. It’s <span>perfect for both casual and formal occasions. Its classic design also allows it to complement traditional attire. Elevate your style with this timeless timepiece. </span></span></p>",Armsells.com,,"","",true,Variations,Black Watch,,,,,,,,,0.0,,0,deny,manual,2850.00,5000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/9E3F3822-F8EA-40B4-86BF-0E5C6FBC4AC9.jpg?v=1773597924,1,"",false,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/681E58F6-1D21-4BF1-A8C7-AD9A433E8832.jpg?v=1773597924,kg,,,active
tag-heuer-carrera-leather-straps,,,,,,,,,Brown-White Watch,,,,,,,,,0.0,,0,deny,manual,2850.00,5000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/681E58F6-1D21-4BF1-A8C7-AD9A433E8832.jpg?v=1773597924,2,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/1CA18CD5-40CE-4927-B689-EDC9860F777F.jpg?v=1773597924,kg,,,
tag-heuer-carrera-leather-straps,,,,,,,,,Blue Watch,,,,,,,,,0.0,,0,deny,manual,2850.00,5000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/5849A0D3-7F0D-40D7-B578-563301682E2B.jpg?v=1773597924,3,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/6CF31181-4A2C-4AA6-AF77-8055CFF81072.jpg?v=1773597924,kg,,,
tag-heuer-carrera-leather-straps,,,,,,,,,All Brown,,,,,,,,,0.0,,0,deny,manual,2850.00,5000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/1CA18CD5-40CE-4927-B689-EDC9860F777F.jpg?v=1773597924,4,"",,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/5849A0D3-7F0D-40D7-B578-563301682E2B.jpg?v=1773597924,kg,,,
tag-heuer-carrera-leather-straps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0669/1189/5650/files/6CF31181-4A2C-4AA6-AF77-8055CFF81072.jpg?v=1773597924,5,"",,,,,,,,
